,jsonid,label,headline_text,subject,speaker,speakerjobtitle,stateinfo,partyaffiliation,barelytruecounts,falsecounts,halftruecounts,mostlytrueocunts,pantsonfirecounts,context,twitter_handle
132,2555.json,mostly-true,"The years that I was speaker, the Florida House consistently offered leaner budgets than the governor offered.","state-budget,taxes",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,an ABC News U.S. Senate debate.,marcorubio
133,7803.json,barely-true,"We are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.","economy,jobs",rick-scott,Governor,Florida,republican,28,23,38,34,7,2013-14 veto message,SenRickScott
134,8985.json,TRUE,Says the U.S. Supreme Court found that Social Security is not guaranteed.,social-security,david-jolly,,Florida,republican,4,0,1,1,0,a Congressional campaign debate,DavidJollyFL
135,12021.json,FALSE,SaysMichael Bennet wants to close Guantanamo Bay prisonand bring terrorists right here to Colorado.,"congress,terrorism",jon-keyser,,Colorado,republican,0,1,0,0,1,a candidate forum ,Jon_Keyser
136,2932.json,TRUE,Oregonians have an amazing no-cost way to fight abortion with free political donations,"abortion,campaign-finance",oregon-right-life-pac,politican action committee,Oregon,none,0,0,0,0,0,a newspaper ad,
137,11486.json,pants-fire,"The president said hes going to bring in 250,000 (Syrian and Iraqi) refugees into this country.","foreign-policy,immigration,terrorism",sean-hannity,Radio/TV host,,none,3,5,3,2,1,"a segment of Fox News' ""Hannity""",seanhannity
138,7324.json,barely-true,"Research shows that a vast majority of arriving immigrants today come here because they believe that government is the source of prosperity, and thats what they support.","immigration,pundits",rush-limbaugh,Radio host,,none,9,11,5,2,10,a radio interview,rushlimbaugh
139,4884.json,mostly-true,Newt Gingrichs immigration plan offers a new doorway to amnesty.,immigration,mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,a press conference,MittRomney
140,2257.json,FALSE,Mr. Caprio is a career politician who has never worked in the private sector.,candidates-biography,john-robitaille,,Rhode Island,republican,0,1,2,0,0,a campaign news release,John_Robitaille
141,8019.json,barely-true,"In Rhode Island, 9 percent of workers use the states temporary disability insurance program each year while in New Jersey, the rate is only 3 percent.","disability,labor,states,workers",patricia-morgan,Financial adviser,Rhode Island,republican,1,0,1,1,0,a speech on the House floor.,
142,10947.json,mostly-true,"In just 17 years, spending for Social Security, federal health care and interest on the debt will exceed ALL tax revenue!","debt,federal-budget,taxes",dave-brat,College professor,Virginia,republican,2,5,0,2,0,a Facebook post,
143,12014.json,mostly-true,President Obama took more money from Wall Street in the 2008 campaign than anybody ever had.,"campaign-finance,economy,elections,financial-regulation,history,stimulus,voting-record",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"a Democratic debate in Flint, Mich.",HillaryClinton
144,13241.json,half-true,Donald Trump has said nuclear proliferation is OK.,nuclear,mark-warner,U.S. Senator,Virginia,democrat,3,1,6,3,0,a TV interview.,MarkWarner
145,445.json,TRUE,"Hillary Clinton has taken over $800,000 from lobbyists.",ethics,barack-obama,President,Illinois,democrat,70,71,160,163,9,an online ad.,BarackObama
146,6588.json,FALSE,Barack Obama has never even worked in business.,candidates-biography,rob-portman,U.S. senator from Ohio,Ohio,republican,3,5,11,11,1,a speech at the Republican National Convention in Tampa,robportman
147,1835.json,half-true,Says the Arizona immigration law expressly bans racial profiling.,immigration,john-cornyn,Senator,Texas,republican,5,3,6,2,1,"on NBC's ""Meet the Press""",
148,3782.json,FALSE,Says Gov. Rick Perry has been begging for the federal government to send the Coast Guard to patrol two lakes on the U.S.-Mexico border.,"crime,immigration",louie-gohmert,U.S. House member,Texas,republican,2,6,1,0,1,a radio interview.,replouiegohmert
149,11536.json,barely-true,"On the VA: Over 300,000 veterans have died waiting for care.","health-care,veterans",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a speech.,
150,6827.json,mostly-true,Were now spending 42 percent of our economy on government.,"debates,federal-budget,government-efficiency",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,the first presidential debate in Denver,MittRomney
151,5236.json,barely-true,Rob Cornilles supports privatizing Medicare.,"medicare,message-machine-2012",democratic-congressional-campaign-committee,,,democrat,11,8,5,1,9,campaign material ,
152,9230.json,FALSE,"In 2005, Dan Branch tried to expand third-trimester abortions in Texas.","abortion,corrections-and-updates",texas-right-life,,Texas,none,0,2,2,0,0,an email blast,
153,2869.json,half-true,We (Democrats) have made steady progress creating jobs and improving our schools.,"education,government-efficiency,job-accomplishments,jobs",armond-budish,Minority leader in the Ohio House of Representatives,Ohio,democrat,0,1,2,3,0,a news release,ArmondBudish
154,3864.json,pants-fire,Michigan and Massachusetts raised their bottle deposit and could no longer afford the program because the redemptions were so high there was no profit in there.,environment,jeff-kruse,state senator,Oregon,republican,0,0,1,0,2,on the Oregon Senate floor,JeffKruse303
155,3054.json,TRUE,"Whether you like to admit it or not, half our general revenue goes to education.","education,state-budget",mike-haridopolos,Florida Senate President,Florida,republican,0,3,1,1,0,comments to reporters.,MikeHaridopolos
156,2367.json,FALSE,Im the only one whos fought against developers draining the Everglades!,"environment,message-machine",kendrick-meek,,Florida,democrat,2,6,1,4,1,a television ad,KendrickMeek
157,13432.json,half-true,Says Ron Johnson calls Social Security a Ponzi scheme and wants to privatize the program.,"crime,debt,federal-budget,social-security",americans-united-change,,,none,1,4,4,1,0,an ad,
158,12237.json,half-true,"There are 31 other states and 10,000 other cities that have the same type of policies that we just passed, referring to North Carolinas House Bill 2.","gays-and-lesbians,government-regulation,sexuality",paul-skip-stam,N.C. House Speaker pro tem,North Carolina,republican,0,0,1,0,0,a newspaper interview,
159,11582.json,barely-true,Climate change is directly related to the growth of terrorism.,"climate-change,terrorism",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,"a Democratic presidential debate in Des Moines, Iowa.",
160,4453.json,barely-true,The jobs bill includes President Obamas tax on soup kitchens,"economy,jobs,taxes,workers",eric-cantor,House Majority Leader,Virginia,republican,9,6,4,4,4,a blog post,EricCantor
161,6898.json,barely-true,Says the Obama administration spent taxpayer dollars on electric cars in Finland (and) windmills in China.,stimulus,paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,the vice-presidential debate,SpeakerRyan
162,704.json,half-true,While Sarah was Mayor of Wasilla she tried to fire our highly respected City Librarian because the Librarian refused to consider removing from the library some books that Sarah wanted removed.,civil-rights,chain-email,,,none,11,43,8,5,105,a chain e-mail,
163,10887.json,half-true,"If Milwaukee approves reducing its maximum forfeiture for marijuana possession to $50, the city would have 23 different bicycle violations that have a higher forfeiture.","city-government,crime,drugs,government-regulation,marijuana",robert-puente,,,none,0,0,1,0,0,remarks to the Milwaukee Common Council,
164,11828.json,FALSE,We have more illegal immigrants here than we did five years ago.,immigration,marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,"an interview on NBC's ""Meet the Press""",marcorubio
165,4504.json,barely-true,Says Rick Perry wrote a letter supporting Hillarycare.,health-care,ron-paul,U.S. representative,Texas,republican,5,8,8,8,3,a presidential debate,RonPaul
166,9561.json,FALSE,The U.S. Patent and Trademark Office received zero complaints about the Washington Redskins name.,sports,blog-posting,,,none,7,19,3,5,44,blog posts,
167,1441.json,pants-fire,"The presidents health care proposals will cause most Americans to have their premiums increased, not decreased, and hundreds of millions of people lose their current insurance coverage.","health-care,pundits",nancy-pfotenhauer,political strategist,,republican,0,0,0,0,1,an interview on CNN,NPfotenhauer
168,12683.json,mostly-true,(Mexican immigrants) are more law-abiding than U.S. citizens and that is a statistic.,immigration,gary-johnson,Presidential candidate,New Mexico,libertarian,3,2,5,6,0,an interview on CNN,
169,7295.json,half-true,Says Chris Christie vetoed a jobs package of 30 bills.,jobs,stephen-sweeney,State Senator,,democrat,1,2,3,1,0,a radio interview,StephenSweens10
170,9554.json,TRUE,There are already more American jobs in the solar industry than in coal mining.,"climate-change,energy,environment,jobs",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,2,3,2,7,0,a newspaper commentary,SenWhitehouse
171,2576.json,half-true,Says Illinois gubernatorial candidate Bill Bradys first priority after winning the primary was to sponsor a bill that would mass-euthanize sheltered dogs and cats in gas chambers.,"agriculture,job-accomplishments,message-machine",pat-quinn,Governor,Illinois,democrat,0,0,1,0,1,a campaign commercial,PQuinnfortheWin
172,2954.json,half-true,Barack Obama is in an economy thats only worsened since hes been president of the United States.,"bankruptcy,economy,history,housing,income,job-accomplishments,pundits,abc-news-week,workers",matthew-dowd,Commentator,Texas,independent,0,0,2,4,0,"an interview on ABC's ""This Week with Christiane Amanpour""",matthewjdowd
173,81.json,mostly-true,"Romney failed to take action against ""sanctuary cities"" in Massachusetts.",immigration,rudy-giuliani,Attorney,New York,republican,9,11,10,7,3,"St. Petersburg, Fla.",RudyGiuliani
174,5288.json,half-true,"Says New Jersey is down nearly 200,000 jobs from its pre-recession peak and with Gov. Chris Christie New Jersey has trailed the rest of America when it comes to unemployment for 12 consecutive months.","economy,job-accomplishments,jobs",one-new-jersey,,,democrat,0,0,1,2,0,an article posted on One New Jersey’s website,
175,10142.json,FALSE,Says Thomas Eric Duncan came into the United States with an elevated temperature.,"ebola,health-care,public-health,transportation",darrell-issa,U.S. House of Representatives,California,republican,0,3,0,0,0,"comments on CNN's ""State of the Union""",DarrellIssa
176,8754.json,mostly-true,We have been in Afghanistan longer now than we have been in any foreign land conducting a war in our nations history.,afghanistan,robert-gibbs,Former White House Press Secretary,,democrat,1,1,0,1,0,"an interview on NBC's ""Meet the Press""",
177,3776.json,half-true,Gas prices have gone up $2 since Obama took office.,"energy,gas-prices",michael-williams,Lawyer,Texas,republican,0,0,1,0,0,a tweet.,
178,2537.json,TRUE,Webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.,"marriage,message-machine,women",alan-grayson,U.S. House of Representatives,Florida,democrat,6,5,4,11,1,a TV ad.,
179,4681.json,TRUE,Says judges get better benefits at a lower cost than everybody else in the state.,pensions,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,a news conference,ChrisChristie
180,5524.json,TRUE,There are a lot of casinos across the country that have gone bankrupt.,"bankruptcy,economy,gambling,state-budget,state-finances,states",robert-jacquard,State representative,Rhode Island,democrat,0,0,0,0,0,a speech,RobertJacquard
181,5044.json,TRUE,Small businesses create 70 percent of the jobs in America.,"economy,jobs,small-business",eric-cantor,House Majority Leader,Virginia,republican,9,6,4,4,4,a news release.,EricCantor
182,1266.json,half-true,"Seniors with coverage under Medicare Advantage will give up ""more than their share"" because of health care reform","health-care,medicare",americas-health-insurance-plans,Trade group representing the health insurance industry,"Washington, D.C.",none,0,0,2,0,0,a televison advertisement,
183,8090.json,half-true,"Over 12,000 school kids were arrested in Florida. It makes Florida the nations leader in that area.","children,crime,education",dream-defenders,,Florida,none,0,0,1,0,0,"a meeting with Wansley Walters, Florida Department of Juvenile Justice Secretary",Dreamdefenders
