,label_norm,headline_text,subject,stateinfo,partyaffiliation,barelytruecounts_norm,falsecounts_norm,halftruecounts_norm,mostlytrueocunts_norm,pantsonfirecounts_norm,clickbait_score_norm,clean,sentiment_vector,vader_polarity,sentiment_score,index,topic_number,lda_score,topic_top_words
85,0.8496243121883177,"In Rick Perrys Texas, we import nurses ... from other countries.",health-care,Texas,democrat,-0.5655279646344635,-0.470254052466838,-0.40460277778132353,-0.33331101755949305,-0.18290468357846335,-0.8450082998903431,rick peri text import nurse country,"[0.0, 1.0, 0.0, 0.0]",0,0.0,85,6,0.8713917136192322,state peopl million percent text support sent would country american
86,0.8496243121883177,There is a federal criminal law that says its a crime to transport dentures across state lines.,public-health,Virginia,republican,-0.6619854037139481,-0.5463429171430514,-0.42993842350626177,-0.43373384977468504,-0.4440485826870501,0.5230179004220146,feder crimini law say crime transport denture across state line,"[0.28, 0.72, 0.0, -0.5423]",0,-0.5423,86,2,0.8874648809432983,obama presid barack state percent wisconsin billion sinc feder debt
87,0.8496243121883177,We built a new prison every 10 days between 1990 and 2005 to keep up with our mass incarceration explosion of nonviolent offenders.,"crime,criminal-justice",New Jersey,democrat,-0.6619854037139481,-0.43220962012873126,-0.4806097149561383,-0.3082053095056951,-0.4440485826870501,-0.5030017498122535,built new prison every day keep mass scarcer expos nonoil offend,"[0.379, 0.621, 0.0, -0.6705]",0,-0.6705,87,8,0.6036636829376221,state health care rate unit percent county school spend country
88,-1.176990801292362,"Sen. McCain's tax plan provides ""virtually nothing to the middle class.""",taxes,Delaware,democrat,-0.13146948877678327,-0.2039430261000909,0.000767553817688301,-0.10735964507531112,-0.0958567172089344,0.7673082933349358,sen mccain tax plan provid virtual noth middle class,"[0.0, 1.0, 0.0, 0.0]",0,0.0,88,6,0.505109429359436,state peopl million percent text support sent would country american
89,-1.176990801292362,Austin is burdened by the fastest-growing tax increases of any major city in the nation.,"city-budget,city-government,taxes",Texas,none,-0.6619854037139481,-0.5463429171430514,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,0.08329519317875687,austin burden fastest grow tax increas major citi nation,"[0.266, 0.734, 0.0, -0.4404]",0,-0.4404,89,5,0.5147541761398315,presid state every obama country dollar economi would unit call
90,-1.176990801292362,"Phoenix, Arizona, is the No. 2 kidnapping capital of the world.",immigration,Arizona,republican,0.8331049020180618,0.899345511705004,0.2541240110670707,0.4198602240544468,0.2523351482691813,1.109314843413025,phoenix arizona kidnap capit world,"[0.0, 1.0, 0.0, 0.0]",0,0.0,90,8,0.5071254372596741,state health care rate unit percent county school spend country
91,0.8496243121883177,I belong to the AFL-CIO.,"candidates-biography,labor",Texas,republican,0.7848761824783195,0.5569456206620436,0.5328161140413914,0.06838031130127485,1.1228148119644705,-0.5518598283948378,belong afl cio,"[0.0, 1.0, 0.0, 0.0]",0,0.0,91,0,0.10000000149011612,year state feder make fund public iller obama offic would
92,0.8496243121883177,The insurance commissioner cant do squat about health care.,health-care,Georgia,republican,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.48394526588228104,-0.4440485826870501,0.08329519317875687,insur commission cant squat health care,"[0.345, 0.655, 0.0, -0.3875]",0,-0.3875,92,8,0.8499675989151001,state health care rate unit percent county school spend country
93,0.8496243121883177,Says a poll found him the only Republican candidate who could beat Barack Obama in Texas -- and by eight points.,polls,Massachusetts,republican,0.9777910606372885,0.6330344853382569,0.9381864456404031,0.3194373918392548,1.2098627783339995,-0.11213712115158013,say poll found republican candid could beat barack obama text eight point,"[0.0, 1.0, 0.0, 0.0]",0,0.0,93,2,0.5096862316131592,obama presid barack state percent wisconsin billion sinc feder debt
94,-1.176990801292362,"President Ronald Reagan sent troops into conflict only in one circumstance, which was in Grenada We were in a peacekeeping setting in Lebanon.","foreign-policy,history,military",Massachusetts,republican,0.9777910606372885,0.6330344853382569,0.9381864456404031,0.3194373918392548,1.2098627783339995,-0.3564275140645011,presid ronald reagan sent troop conflict one circuit grenade peacekeeper set lebanon,"[0.154, 0.671, 0.174, 0.0772]",0,0.0772,94,1,0.7231483459472656,million said health romney govern care weve budget month vote
95,-1.176990801292362,Says David Jolly supports privatizing Social Security.,social-security,Florida,democrat,-0.4208418060152368,-0.43220962012873126,-0.42993842350626177,-0.38352243366708905,-0.18290468357846335,-1.7244537143768588,say david jolly support privat social secur,"[0.0, 0.455, 0.545, 0.7184]",1,0.7184,95,0,0.8499693870544434,year state feder make fund public iller obama offic would
96,0.8496243121883177,Did you know US population growth is at its lowest since the Great Depression?,"immigration,population",Virginia,libertarian,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.48394526588228104,-0.4440485826870501,1.7444698649866197,know u popul growth lowest sinc great depress,"[0.374, 0.194, 0.432, 0.2263]",1,0.2263,96,2,0.8713942766189575,obama presid barack state percent wisconsin billion sinc feder debt
97,0.8496243121883177,"The average student in Florida, what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones.",education,Florida,republican,-0.5655279646344635,-0.470254052466838,-0.42993842350626177,-0.43373384977468504,-0.4440485826870501,1.2070310005781935,averag student florida actual pay pocket major univers tuition much le spend cellphone,"[0.104, 0.896, 0.0, -0.1027]",0,-0.1027,97,3,0.6142285466194153,percent year state plan would time spend averag last nation
98,0.8496243121883177,"Since 1968, more Americans have died from gunfire than died in all the wars of this countrys history.",guns,"Washington, D.C.",none,-0.6137566841742058,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,1.6467537078214511,sinc american die gunfire die war country histori,"[0.701, 0.299, 0.0, -0.9136]",-1,-0.9136,98,9,0.8199683427810669,year peopl american health woman clinton care sinc trump million
102,0.8496243121883177,"Raising the minimum wage to $10.10 an hour, would help lift over a million Americans out of poverty.","income,message-machine-2014,poverty",Kentucky,democrat,-0.5655279646344635,-0.5082984848049447,-0.45527406923120006,-0.48394526588228104,-0.4440485826870501,0.8161663719175201,rais minimum wage hour would help lift million american poverty,"[0.236, 0.571, 0.193, -0.1531]",0,-0.1531,102,6,0.6662570834159851,state peopl million percent text support sent would country american
103,0.8496243121883177,"Says Secretary of State John Kerry, when he was a senator, flew to Managua and met with a communist dictator there, Daniel Ortega, and accused the Reagan administration of engaging in terrorism.","foreign-policy,history,terrorism",Kentucky,republican,-0.3243843669357523,-0.3561207554525178,-0.40460277778132353,-0.33331101755949305,-0.4440485826870501,0.620734057587183,say secretary state john kerry sent flew manapua met communist dictat daniel omega accus reagan administr engag terror,"[0.167, 0.833, 0.0, -0.5267]",0,-0.5267,103,6,0.8874775767326355,state peopl million percent text support sent would country american
104,-1.176990801292362,"NATO is opening up a major terror division. ... Im sure Im not going to get credit for it, but that was largely because of what I was saying and my criticism of NATO.","foreign-policy,military,terrorism",New York,republican,2.3764239272898138,3.7526779370630083,0.7608369255658355,0.4198602240544468,4.865877365854215,1.109314843413025,nato open major terror divis im sure im go get credit larg say critic nato,"[0.257, 0.514, 0.229, -0.1531]",0,-0.1531,104,5,0.8499523401260376,presid state every obama country dollar economi would unit call
105,0.8496243121883177,Sen. Obama has always had a 100 percent prochoice rating.,abortion,Illinois,democrat,2.7140249640680096,2.1167673465244192,3.522422309584104,3.5831794388329943,0.33938311463871024,-0.7961502213077588,sen obama alway percent prochoice rate,"[0.0, 1.0, 0.0, 0.0]",0,0.0,105,4,0.8199716806411743,percent rate vote state bill health florida year obama time
106,0.8496243121883177,"Since Gina Raimondo took office, investment fees on the states pension portfolio have gone up from about $12 million annually to about $50 million.","candidates-biography,economy,pensions,retirement,state-finances,wealth,workers",Rhode Island,democrat,-0.6619854037139481,-0.5843873494811581,-0.42993842350626177,-0.509050973936079,-0.4440485826870501,-0.16099519973416437,sinc gina raymond took offic invest fee state pension portfolio gone million annual million,"[0.0, 1.0, 0.0, 0.0]",0,0.0,106,1,0.5099358558654785,million said health romney govern care weve budget month vote
107,0.8496243121883177,The (federal) debt is growing by more than $4 billion a day.,"deficit,economy,federal-budget",Texas,republican,0.7848761824783195,0.5569456206620436,0.5328161140413914,0.06838031130127485,1.1228148119644705,-0.6007179069774221,feder debt grow billion day,"[0.385, 0.615, 0.0, -0.3612]",0,-0.3612,107,5,0.4337379038333893,presid state every obama country dollar economi would unit call
108,0.8496243121883177,"Under President Barack Obamas jobs bill, states would no longer have to lay off teachers, firefighters and police officers.",jobs,Georgia,democrat,-0.6619854037139481,-0.5843873494811581,-0.4806097149561383,-0.48394526588228104,-0.4440485826870501,-1.4801633214639378,presid barack obama job bill state would longer lay teacher firefight polic offic,"[0.0, 1.0, 0.0, 0.0]",0,0.0,108,0,0.5212469696998596,year state feder make fund public iller obama offic would
109,-1.176990801292362,"Of our 98,000 teachers who are K-12, over 53,000 of those teachers today are over 50 years old.","education,retirement",Virginia,democrat,-0.08324076923704103,-0.3561207554525178,-0.4806097149561383,-0.45883955782848307,-0.18290468357846335,1.109314843413025,teacher k teacher today year old,"[0.0, 1.0, 0.0, 0.0]",0,0.0,109,0,0.8199709057807922,year state feder make fund public iller obama offic would
110,0.8496243121883177,Two-thirds of Wisconsinites receiving unemployment checks are not required to search for work due to current work search exemptions.,"government-regulation,jobs,poverty,welfare",Wisconsin,republican,0.5919613043193505,0.9754343763812174,0.27945965679200896,0.49517734821584075,0.5134790473777681,-1.529021400046522,two third wisconsin receiv unemploy check requir search work due current work search exempt,"[0.0, 0.903, 0.097, 0.1027]",0,0.1027,110,2,0.5618790984153748,obama presid barack state percent wisconsin billion sinc feder debt
111,0.8496243121883177,"Under President Obamas health-care reforms, the premium for an average plan for a family didnt go down by $2,500 per year, its gone up about $2,500 per year.","corporations,economy,health-care,public-health,workers",Wisconsin,republican,0.013216669842443466,-0.3561207554525178,-0.27792454915663234,-0.2579938933980991,-0.3570006163175212,-0.16099519973416437,presid obama health care reform premium averag plan famili didn go per year gone per year,"[0.0, 0.824, 0.176, 0.4939]",0,0.4939,111,8,0.9356955289840698,state health care rate unit percent county school spend country
112,0.8496243121883177,"The IRS also investigated liberal groups, groups that had progressive in their name. ... The IRS was basically looking at everybody.","elections,taxes","Washington, D.C.",democrat,-0.6619854037139481,-0.5463429171430514,-0.42993842350626177,-0.33331101755949305,-0.4440485826870501,1.304747157743362,ir also investig liber group group progress name ir basic look everybody,"[0.0, 0.797, 0.203, 0.4215]",0,0.4215,112,9,0.9099730849266052,year peopl american health woman clinton care sinc trump million
113,-1.176990801292362,Says Obama promised unemployment would never go above 8 percent.,jobs,Wisconsin,republican,0.2543602675411547,-0.3561207554525178,-0.1259106748070029,-0.15757106118290712,-0.2699526499479923,-0.11213712115158013,say obama promis unemploy would never go percent,"[0.0, 1.0, 0.0, 0.0]",0,0.0,113,8,0.655830979347229,state health care rate unit percent county school spend country
114,0.8496243121883177,The economy is creating jobs at the fastest pace since 1999.,"economy,jobs",Illinois,democrat,2.7140249640680096,2.1167673465244192,3.522422309584104,3.5831794388329943,0.33938311463871024,0.18101135034392538,economi creat job fastest pace sinc,"[0.0, 1.0, 0.0, 0.0]",0,0.0,114,5,0.8199527859687805,presid state every obama country dollar economi would unit call
